,class,tweet
16967,0, how do you make yourself happy?
16968,0, Robot Chicken is a funny ass cartoon  in Cartoon Network for those who dont know :))) i watch it around 12 :))
16969,0,  nope never. would never.
16970,0, what&;s your nationality?
16971,0, ever tried dancing in the rain?
16972,0,  But I know who you likee(:
16973,0,  Thankss(:
16974,0,  hahahha thank you :)
16975,0,  A loud shakin' dancing singin toy thats really colorful and makes little ones learn lots of stuff!! :]
16976,0,  You're very annoying
16977,0, Jarrod is god.
16978,0, Are you ready to start school? I am <3.
16979,0,  depends :P
16980,0, Good morning  sunshine! ^^ 
16981,0, Girls; Do you like how you look in a bathing suit? Guys; Do you like you chick in a one pieec or two piece?
16982,0, Do you make your bed daily?
16983,0,  single!!!!!! gabe saporta has my heart at the moment ( he is the lead singer of cobra starship if you didnt know)
16984,0,  samantha locascio <3 lmao.r but no  i just have that there cuz i like it
16985,0,  My old school shit   i wud SOOO throw it away bhut my mom! Urgh
16986,0, If you could be invited to one person&;s birthday party  whose would it be?
16987,0, whats the wierdest color you&;d ever dye your hair?
16988,0, Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????
16989,0, you just shamed my people tabi.. you like making black rappers feel bad huh? makes you feel powerful? still you rock
16990,0, are you a trusting person?
16991,0, what if formspring did not exist?
16992,0, What&;s the last play you saw?
16993,0,  ..
16994,0, Do you have any scars on your body?  If so  how&;d you get them?
16995,0, Hey  hey Tabi. I guess you&;re not supposed to trust dead people! BHHAH :D
16996,0,  eating oranges!!!!r CASSIE I LOVE YOU!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
16997,0, What&;s one thing you hate the feeling of?
16998,0,  yes of course. i would love to be a pirate. always. errrgg.
16999,0, In what country other than your own would you like to live?
17000,0,  show your face
17001,0, Was the last time your heart pounded like crazy for a good or bad reason?
17002,0,  Last night about 11 o'clock
17003,0,  Life is never going to be easy.
17004,0, How do you feel when someone disagrees with everything you have to say?
17005,0,  alrighty !
17006,0, would you still consider your self as a true friend if you don&;t tell anyone but you allow your friend to do it? what&;s your opinion with that kind of a friend?
17007,0,  yes.
17008,0, hahahahahhahahhaahhahahahah vvv ayee fix yerr infoooo ->>
17009,0,  ExpLOrE tHe WOrlD   :D
17010,0, i love you tabi!!! <3 (:
17011,0, r u g00d at art
17012,0, What&;s your worst habit?
17013,0,  hahahaha thanks i think? did you call me beautiful? thats a first <3
17014,0,  summer :]
17015,0, Bugs Bunny or Mickey Mouse?
17016,0,  Cajun Turkey and melted pepperjack cheese. Lettuce. Tomatoe. Miracle Whip/ lightly evenly spread. Pickles. Cucumber. Colby cheese sliced in a circle. &amp;&amp; all layered perfectly on a toasted whole wheat honey and oats Bun. Deliciousness! :]
17017,0,  i think it would be fun
17018,0,  ohhh your making my life soo hard!!!!!! ummmmm still brownie   WAIT ANY FLAVOR OF ICE CREAM?????? change my mind. i was thinking plain vanilla but if its any flavor  RASEBERRY CHEESECAKE
17019,0, Can you cross your eyes?
17020,0, Okeyyy honestly now I think this stupid person is just making up stuff cause she/he wont send you the link. Probably just trying to create drama and such. Maybe trying to make you worry? I dunno. Butttt anyways I love you TabiLou (;<3
17021,0, the last thing I want to do before I die is...
17022,0,  the first one :]r if i had to choose.
17023,0,  yes.
17024,0, aree yhu inlovee ?? if so ... with who ?!!
17025,0, When was the last time you were at the doctor? Why?
17026,0, we&;&;ll have to make room in the book mom gave you!!!!
17027,0, If you wanted to look very sexy  how would you dress?
17028,0, If you could go on a road trip with any person  dead or alive  who would it be and where would you go?
17029,0, Would you kiss the last person you talked to on the phone?
17030,0,  Off courrseeee dudee hahahahaha!!!! Awhhh lol! i think i love it 2 chuz im in it lol!!!! jk! i love yuh!!
17031,0,  I do yoga. :]
17032,0,  Hell yeaaa how'd youu knoww?
17033,0, What is unbelieveable to you?
17034,0, Do you think that animals dream?
17035,0,  not too often unless im in the car
17036,0,  if you wanna be my lover by spice girls :]
17037,0, would you like fries with that?
17038,0, Would you ever travel out of state to see a band that you like?
17039,0, What are you doing this weekend?
17040,0, lmao! V ( :
17041,0, What was the worst concert you went to?
17042,0, ....oats<br>
17043,0, Are you afraid of heights?
17044,0, have you gone nature tripping? if so  where? and how was the experience?
17045,0,  iKno dat grul
17046,0, Have you ever been to Georgia<33? :]
17047,0, Do you like to dance?
17048,0,  Vans sukka! (:
17049,0,  kkkk :]
17050,0,  fly most definantly.
17051,0, do you have a bf :)
17052,0,  Star Wars.
17053,0,  watt yuu meann...?
17054,0,  Yeah  I wanna be with someone...
17055,0,  toasted lol wat a random question !
17056,0, What was the best job you&;ve ever had?
17057,0,  hahaha okay
17058,0,  ummm  im not sure. i guess
17059,0, If you could bring one character to life from your favorite book  who would it be?
17060,0, Are you a morning or night person?
17061,0,  i'd say honesty
17062,0,  brush my teeth
17063,0, Do you believe in ghosts?
17064,0, What&;s the most spontaneous thing you&;ve ever done?
17065,0, Tabi. If you stopped hating on Texas everyone from Texas will stop getting pissed....so just stop.? It&;s that easy
17066,0, entertaiin mhee
17067,0, How many drinks does it take before you get drunk?
17068,0,  Yes  we are.
17069,0,  WATER!!!!!!!!!!!!!! :]
17070,0,  Good morning.
17071,0, Have you broken any bones?  If so  how?
17072,0,  who diz?
17073,0, who do you remember from idaho
17074,0, :D
17075,0, are you in college? what course are you taking?
17076,0, Would you be afraid to find out someone you knew was in a mental hospital before?
17077,0,  yep  stop useing our jokes
17078,0, Are you nice to people you dislike?
17079,0,  bahah yup that you do. but im not gonna tell the whole fuckign world what it is lol
17080,0, what is the last thing you did before you went to sleep?
17081,0,  If it isn't broken  don't try to fix it :]
17082,0,  Yes i do that all the time. haha
17083,0, haha connnnceidddddeddd much?
17084,0,  Hahah Helllz yess! I will mamas!!<3 love u!
17085,0, Would you get high with me?
17086,0,  nothing. my boo is studying and im FSing :D
17087,0, Woop I so did that Adam Turnbull one :) from adam lol! :)
17088,0,  I dont. and yes i see what your saying but not really cause guys are different than how we think. I think it more the forbidden territory to them so that's why they get so turned on when thinkin about doing it in the butt. haha Just don't do it  if your not comfortable doing it.
17089,0,  haha well you are the only ninja i know ;)
17090,0,  causes they can't have violence in the kids show. come on you knew that..hahah
17091,0,  babaysitting and lawn mowing until i was of age to get a legal job. and that was a gold star chili the restuarant.
17092,0, Awhh shit Dx who your man.?
17093,0, Okay I am done spamming for right now. I will more later tonight. My husband is cooking dinner and I am about to eat. But please spam me back. And I hope you all have a great night! <3 -ChloroformGRL
17094,0,  No I don't know anyone and yes I did know that.
17095,0,  I like to think so. :/
17096,0,  nope. ive been lucky
17097,0,  timothy. Lastnight for both.
17098,0,  Others what?
17099,0, Okay well my computer won&;t let me ask you anymore question right now emahsnouoy haha so i&;ll hit you up later? :]
17100,0,  Alone and in my sleep
17101,0, Do you take any dare?
17102,0,  I have no idea. Haven't seen the commerical.
17103,0, Can you ride a horse?
17104,0, Tabi. You know I like u  but I&;m starting to get that u don&;t like me. I like you alot. Justin boy is just some crush  while I&;m open right here ready to love u. Pryce
17105,0,  lol how ya kno
17106,0,  Stephanieeeeey(:
17107,0, I am done spamming for right now. I am still sort of tired. Leave me things. I will spam more later <3
17108,0, DO YOU GO WIT ANYBODY AT THIS MOMENT
17109,0, Have you ever been on the guestlist for any event?
17110,0,  pirateesss .
17111,0, Do you like pasta?
17112,0, Do you have one or more Britney Spears C.D.?
17113,0, Do the Alphabet song and Twinkle  Twinkle Little Star have the same tune?
17114,0,  What's cute?
17115,0,  no but i should more often im sure
17116,0,  stalker?
17117,0,  :] your fine.
17118,0,  they are yummy
17119,0, If you could change your name  what would you change it to?
17120,0,  yes i would. i would love the opportunie of saving another persons life. and everyone gets hurt..but is being hurt worth not saving another beings life? I dont think so. I'll save them!! :)
17121,0,  Both! I love tea <3
17122,0,  Oh Most Definantly.
17123,0,  no
17124,0, Have you ever cried from being so mad?
17125,0,  thats really a hard question. and to be honest i dont think i could care for the amount of children that are being abused and self sacrifice my entire life for them. thats really harsh and makes me sound awful but that exact senario is happening next to my parents house and when i was about 18 i thought that is something i would have been willing to do but now i see them and how far they are that it would almost be mear unfair and unsuccessful on my part for them. its all they know. and if the state wont do anything its sad to say but what could i do by ripping them from the only home they do know and tell them its all wrong. i guess im not that selfless. and its like 12 kids. so that would be a lot. idk. but rightnow  i dont think so. just because im not in any way capable of taking care of them any better rightnow anyways. other than the not abusing them but whats worse?
17126,0, What was the last thing to scare you?
17127,0,  yeah. my boo just did but only cause ive been laying around like a hermet crab sick as a dog for the last couple weeks.
17128,0,  easy Short Stack<3
17129,0,  elmo. cause he laughs so much =D
17130,0, I am going to go to bed now. I still ahve alot of stuff on my mind. Ehhh... well have a good/day. <3 Leave me things.
17131,0, Favorite brand of clothes?
17132,0, If you could put somebody on a postage stamp  who would you choose?
17133,0,  stalkerrrr
17134,0,  not really
17135,0, W3N YUH L0$T Y@ VIRGINITY!
17136,0, Are you good at giving directions?
17137,0,  bravest? idk off the top of my head. im pretty brave but idk if ive really had to opportunity to be brave yet....
17138,0, Who is ur lover???
17139,0,  Okay. Will do :)
17140,0, lolss yew nastyy
17141,0, Bright room or dark room?
17142,0,  Nope. I don't want to be a doctor. Only a nurse. traveling nurse actually :]
17143,0,  Ewwiee! Nothing haha(:
17144,0,  Marissa Nicole Gomez!(:
17145,0,  Yogurt!! and blueberry :]
17146,0,  iAnit flaw so juz chill
17147,0, Did you ever get in trouble for talking in class?
17148,0, What brand of shampoo and conditioner do you use?
17149,0, Do you like ketchup?
17150,0, Do you feel weird being around people you do not know?
17151,0, Tabithaaaaaa I love youuuuuuuuuuuuuu <3
17152,0, I didn&;t say the question after the one about texas!! I promise! And I was just joking around......because u strongly dislike texas!!
17153,0, lmfaoo wow
17154,0,  im sooo hungry now. idk of any right now haha im eating grapes.
17155,0, What do you do when you have alot on your mind?
17156,0,  Juno  Sweet november  mr. deeds :]
17157,0, Have you ever ran with scissors in your hand?
17158,0, Would you rather date a lot of different people  or be in a committed relationship?
17159,0,  Sometimes if im looking forward to gettin the call from that particular person.
17160,0,  Yes. Standing over the border line. Ive been in Ohio and indiana at the same time :)
17161,0, Favorite board game?
17162,0,  Hahaha I like everything thats etiable. :D soooo like chipotle is one of my many favoritees :) r r Buuuuut I really enjoy tacos  kung pao  chicken veggie penne-my creation ;] cajun rice. Pancakes always. I love ALL veggies and fruit is awesome. hahar I also like to try new foods. Exotic things noone would ever try! Ive had Sate Torpedo ;) haha I wouldn't suggest it.r r I don't eat fast food or frozen gourmet meals. Processed food grosses me out :P yukkkkie.
17163,0,  ummmmmm  i would like to move back to idaho falls because it was really pretty and i miss all my friends.. but i guess california or new jersey or new york would be cool. :) p.s. who is this? i love the questions
17164,0, What were you like as a kid?
17165,0,  Not really. I wanna go back to gatliburg..i gotta necklace from one of the gem places up in the mountians and the head on the necklace broke. so i wanna get it fixed. :] haha but other than that. the beach would be nice but were tyring to get a house around here so idk if money will work.
17166,0,  nope
17167,0, If you had A Big Win in the Lottery  how long would you wait to tell people?
17168,0, Have u evr listened 2 a song repeatedly just b/c it reminded u of ur crush?
17169,0,  yes
17170,0,  i know alot of pretty people.
17171,0,  Crap this is hard  haha umm &quot;People Need Inspiration&quot;- The Last Song <33
17172,0,  not too often.
17173,0,  scorpion as long as i wouldnt die
17174,0,  i guess the other people in it?
17175,0,  Stupidity.
17176,0,  Hells yeah you go back!
17177,0, Do you miss your hometown?
17178,0,  hahahah what
17179,0,  oh god um um um um maybe london =] i dont no somewhere where there is alot of clothes =] =] =]
17180,0, guess who  r u obsest wiv short stack
17181,0, If you had to give up one favorite food  what would the most difficult?
17182,0,  Yes :)
17183,0, How does Freddy Kruger wipe his butt?
17184,0, Do you like traveling? How often do you think you ride in a car?
17185,0, I love you tabi!!!!
17186,0,  Well i do now :p
17187,0, What is answer you hate hearing?
17188,0, What award would you love to win and for what achievement?
17189,0, ahahaahahahaha. yourr a funny kid.
17190,0,  positive :]
17191,0,  uhhh not really anything.
17192,0,  i have no idea. but its prolly because of where our priorities lay.... compared to the others that dont think. where are theirs?
17193,0,  something to make me money.....like lots of money.
17194,0,  :) hey thank you  that means alot. is this who i think it is?r but really thank you
17195,0,  Give me a hint :)
17196,0,  im pretty fit :)
17197,0,  I haven't been online for like three weeks hhaha
17198,0, If drugs had no bad effect on your health...would you do them?
17199,0,  Umm like; sure(x
17200,0,  Committed  I want to like one girl cause then I will know for sure that she is the one((: <3
17201,0, r u &amp; Frances still talken?
17202,0, What do you know about the.illumanati
17203,0,  Fuck yes i think i am! haha
17204,0,  yep  and p.s. my phone died im lazy to charge it
17205,0,  Honestly I don't know yet. I will find out in a few months(:
17206,0,  Janet son of a gun. haha
17207,0,  along came polly. cause its funny
17208,0, Someone still needs to read someone one her poems >:(  (Smiley is not pleased)
17209,0, Im going to spam anonymously k? You down?
17210,0, im a ninja if that helps
17211,0,  I think there good :) I like most of your questions most of the time hahaha
17212,0,  nope
17213,0,  Errmm...Harry potter? lol
17214,0, Do you think parents are too hard on kids these days?
17215,0, do you think you could make it in the woods with just camping supplys for a week? {no cellphone.)
17216,0, do you think gays are more stylish than girls? why or why not?
17217,0,  omg really i never noticed lol =]
17218,0, when ever you go to google translate  DONT USE IT!!! trust me....
17219,0,  Ohio  USA. And its pretty rad :]
17220,0, Are my questions boring?
17221,0, what was the weirdest thing you have seen?
17222,0,  yeah when it first came on but not anymore at all
17223,0,  i think everyone does
17224,0,  1  no 2  idk..???? help me out give me there myspace  3. no i use to live in idaho but i recently moved to texas.4. i have plenty of pictures at my school  home old home whatever and PLENTY of videos.5 MY PICS ARE IN PHOTO BUCKET???
17225,0,  im pretty fucking skilled then :D
17226,0,  Purple
17227,0, Do you eat cheeseburgers?
17228,0, Hey if ur reading this I dnt know if u were following me or not but if u were I think I deleted all my followers so could u follow me again thanks
17229,0,  dont even try <3 haha
17230,0,  no. i suck.
17231,0,  Ohh man i bet its tha shit!! Ohhkayy!(: be safe have fun!! <33
17232,0, You can only have one kind of sandwich. Every sandwich ingredient known to humankind is at your immediate disposal:
17233,0,  lmfao! haha! Nahh its my badd;)
17234,0, If you could make one person fall in love with you who would it be?
17235,0, How would a world without music affect us?
17236,0,  yeah !
17237,0, Have you had an std be honest? Im sure half of y&;all have.
17238,0, What are you having for dinner? Who is cooking? Do you cook your own dinner?
17239,0, Blue Bear  or Purple Penguin?
17240,0, Have you ever cheated in a relationship?
17241,0,  my hearing aids as they help me hear the smallest things like crickets :D family as they will always be there for me:D and God  even tho ive been struggling with my faith lately i know he will help me and wouldnt give me anything i cant handle
17242,0, how many times do u take a bath in a day?
17243,0, What character from a movie most reminds you of yourself?
17244,0,  Nope
17245,0,  I did. And then realized I dont get on my account enough to follow a bazillion people and keep them all posted up on my life. So I deleted it. r So Im sticking with formspring :]
17246,0, i found you on jensens thingie. i cant really see your picture but i guess your cute?
17247,0, Wet the toothbrush or brush dry with the toothpaste?
17248,0, the guy at lunch at ur table at school who u hang out with and talk to he is HOT
17249,0, How do you tell when you run out of invisible ink?
17250,0,  huh? they love animals so they dont eat THEM but they do gotta eat one way or another lol
17251,0,  Hmmm.. its a tie. I loved all the Bailey School Kids Series and Dr. Suess books. But the BFG. All time favorite childhood book.
17252,0, Do yooh lite it upp ma?!
17253,0,  tim.&amp; i dont think men are hot.
17254,0,  :)))
17255,0,  Why nott secret person(:
17256,0,  okay
17257,0,  myspace for the freedom of creativity :] and facebook for the social aspect.
17258,0, you tell me :p
17259,0, Where do you buy your groceries from?
17260,0,  nahh its humorous usually
17261,0,  Usually going to my brothers baseball games :) then all day outside!!! my favorite <3r Rollerblading or finding a new park and then out with the boyfriend usually to eat and then doing something..from a movie to going grocery shopping haha
17262,0,  they laughed alil too much i guess
17263,0,  no but i so wanna go this year!
17264,0, How would you describe  in your mind  the greatest guy in the world? What would he be like? What would he do with his time?
17265,0, Do you think we will find another life form in your life time?
17266,0, Was Jesus a virgin when he died?
17267,0,  i dont no tomato sauce
17268,0, Do you eat all the servings in the food groups on a daily basis?
17269,0,  It really depends on my mood and the type of people im around. Im very good at starting conversations but if Im around someone else thats doing a lot of talking  I may just be a bit backwards cause I don't like to steal the light :)
17270,0,  Thank you(:
17271,0,  jesus!
17272,0, i like learning french  how about you? =)
17273,0,  IDKKK!!!GOD?! Not understndin this ? srry its like 3am hah
17274,0, Do you like Tom Cruise movies?
17275,0, Have you ever collected stickers that are on fruits?
17276,0,  Yes it is lots of fun :) I wouldn't mind learning latin. Its a dead language of course but apparently there are a lot of good things you can get out of latin and a bunch of things are based on it.
17277,0, this one and the one about boys at six flags flirting with you that were older  yeah that&;s too
17278,0,  yes
17279,0,  Dance the robot. :]
17280,0,  hahaha im pretty sure he has a girlfriend  and even if he didnt there are sooo many pretty girls than me.
17281,0,  jack.
17282,0,  in between. i have a boyfriend that likes to contribute to my cleaniness with his messiness.
17283,0, I THINK SHE GOT U ON MYSPACE
17284,0,  dont be silly  wrap ur willy! lol
17285,0, r How much do looks matter to you in a guy/girl?
17286,0, If you had to cook dinner for someone tonight  what would you make?
17287,0,  corona lights :D
17288,0,  I love cheese cubes.
17289,0, If Uranus had earthquakes would they be called Uranusquakes
17290,0,  cremated because i wanna be spread in the ocean.
17291,0, Has anyone ever taken a picture of you while you were asleep?
17292,0, What wood yuh do fo meh???
17293,0, What happens when you put a lightsaber in water?
17294,0, In your opinion  is being argumentative a positive trait or a flaw?
17295,0,  Give it back to them. I don't really hate anyone..
17296,0,  idk haha maybe beowulf:]
17297,0,  i think the death jokes are worse.
17298,0, Can bald men get lice?
17299,0,  smile. eyes. complection
17300,0,  yesssssssssssssss :D
17301,0,  Youuur daddyyy  <3
17302,0, What do you think makes a person snap and kill someone?
17303,0,  Shh....Dnt tell any1 k? haha! NOTHING! MWAH!
17304,0,  I've had a lot in the last year.
17305,0,  not really
17306,0,  Don't be anonymous. Share your name :]
17307,0,  great  yours?
17308,0,  depends on who their spying on.....
17309,0,  tv cuz i can always find my shows online :D
17310,0, hmm  foohl  i said dont approve xD
17311,0, Do you have any concerns at this moment?
17312,0, How well do you handle rejection?
17313,0, why do we yawn when we see other people yawning?
17314,0, lala
17315,0,  Yes but it was for the good. They meant a  lot to me at the time  but at the time I was being a stupid girl. :l
17316,0,  ummmm..
17317,0, haha damn the ninja thing gave it away
17318,0,  I think I would be a true friend. Now if your saying that my friend was in a relationship with another one of my friends that I knew were being screwed over? then that would be hard but the truth always comes out no matter what. and I dont believe its my place to do so. But as for them being what kind of friend. I just wouldn't trust them.
17319,0,  when you feel like you accomplished things you wanted to do and had the time of your life
17320,0,  Both .
17321,0, i cant tell you that because it would give it away...but i didnt know you personally last year...
17322,0,  Usually I can.
17323,0, Your gorgeous :)
17324,0,  a what?
17325,0, What would you like to have named after you?
17326,0, Anything your parents should know about?:
17327,0, What&;s the best invention EVER made?
17328,0,  yes. and that movie is hilarious btw. :) i would not be living there first off.....hahaha but i would trick them somehow. tell them of a better place on a landfill reserve.
17329,0, y0 v@q!N@ sm3lL lykK c0tT@q3 (h33s3
17330,0, What&;s your favorite music genre?
17331,0,  YES :)
17332,0,  never. I hate that.
17333,0,  nope. but i wink at timmy sometimes :]
17334,0,  haha!! it is haha lol!! man i hvnt even gotten 2 dat part yet! FML hah
17335,0, What is your guilty pleasure Disney movie?
17336,0,  Yes i have. Not the newest one with Will Smith's kid and the chinese boys pickin on him but i have all the others with the white kid  hahaha there all great movies :)
17337,0,  thank you! oooooohhh hot brownies right out of the oven :D
17338,0,  like 4 or 5
17339,0,  they didnt'
17340,0,  live life love
17341,0, yea it&;s different from warm cali  but&;s cool :D weeeell gtg now :| gonna meet some friends i a few minutes lol.bye :] xx
17342,0, You can only have one kind of sandwich. Every sandwich ingredient known to humankind is at your immediate disposal:
17343,0, Whats yo fav position
17344,0, Heyy.....I am so sick of all these anonymous(however you spell it) people are hating on you. EVERYONE leave Tabi alone! TEXAS does want her and her family here. AND Jack...seriously stop. Please don&;t hate on her. What has she ever done to you?! K thanx(:
17345,0, heyy!
17346,0,  DINA!(:
17347,0,  i know! seriously! whoever they are obviously doesnt have the BALLS to tell me to my face or at least tell me who they are lol
17348,0, What happens to an irrisitable force when it hits an immovable object?
17349,0,  ummm idk i do and i dont haha
17350,0, hobbies
17351,0, where in ohio are you from?
17352,0, -Haa you guessedd righhtttt:Dr its Maryyyy(: ahhh ilovee this picture!!!!!!!!!! mayb becuase youhr in it babe<3
17353,0,  silliest. idk haha im pretty silly all the time
17354,0,  Lol I lovee youu too!<3
17355,0,  sometimes
17356,0,  no i live on my own :)
17357,0,  Free cookies at Subway! Start the week off right with a Free Cookie at Subway! Recieve 10 points redeemable for a free cookie with any purchase today.r r Of course it had to be the longest text ever. haha I had a subway card and get those dumb texts all the time hahaha
17358,0, have you watched Karate Kid? I watched it yesterday  it&;s a very nice movie :)
17359,0,  lay out and swim :)
17360,0,  Well any planet in the universe would involve planets that aren't named to me yet...therefore yes I would :) love to go to a planet we've never heard of!! haaha Yes i would live there.
17361,0,  crazyness.
17362,0,  Because she is an amazing person  and I hope that she would agree with me when i say we're &quot;close friends&quot;...
17363,0, what part of louisiana was you born in?
17364,0, Oh wow haha i just read that  guy/girl&;s(?) poem Love how my name is in it i feel honored jk
17365,0, well thats just too bad now isn&;t it? [;
17366,0, Be honest: Do you have a song by Ozzy Osbourne in your library?
17367,0,  ahaha
17368,0,  Not at all. well i guess with timmy i am. he'll get me anything lol but not when I was a kid.
17369,0,  Who are yew??
17370,0,  give me your number<3 ;)
17371,0, ow much cash do you have on you?
17372,0,  the  way people are to each other.
17373,0,  yesh
17374,0, Do you know a alcoholic?
17375,0, I want ________ to be my sister.
17376,0, DoIhKnowYuh?r AndYuhrLike...SpammingMyFS.
17377,0,  Uhhhhh? Who is this?
17378,0,  Yeahh
17379,0, Whats your IQ?
17380,0,  u would call me coz i said so and im extremely bored mwhahahaa  im guessing angel but i met more ppl on that day so it could be anyone....
17381,0, random song of the day?
17382,0,  yes. I think it should be made into a cologne/
17383,0, is love really blind? why or why not?
17384,0, haaa its all qud  sorry abouht the &quot;hoe&quot; thinq  iwas mad lol
17385,0, whre do u wanna go 2 college
17386,0,  he is a really good friend
17387,0, whats ur favorite band?
17388,0,  cough drops. deodorant. glasses case.
17389,0,  florida and yea
17390,0, If there&apos;s an exception to every rule  is there an exception to that rule?
17391,0, Your very pretty.
17392,0, Is it legal to travel down a road in reverse  as long as your following the direction of the traffic?
17393,0,  Hmm I wonderr? Maybee my babeyyboy<3
17394,0, Are you a risk taker? If yes  what kind of risks had you taken? If not  why not?
17395,0,  It's been a while. Prolly like 6 months or so..r Which is pretty good being that I turned 21 on the 17th ;)
17396,0,  toilet paper.
17397,0, Shouldn&;t the opposite of shut up be shut down?
17398,0, are you foing out???
17399,0,  I don't ive always liked kylee sooo get outta my bisnatch!!!
17400,0, do you love justin?
17401,0, Hahaha  it kinda seems like it&;s one person just repeatedly asking you if you&;re fake to irritate you. They&;re a low life  who need to find better things to do than start crap on the internet with someone they&;re jealous of (;
17402,0, Haha  i knowww.r i was kiiddding!
17403,0,  Aww thanks a ton. but honestly what?
17404,0, whats you favorite movie of ALL TIME
17405,0,  Maybe 2
17406,0, Why do people always think something can&;t happen to them  until it does?
17407,0, i know  i know  i know! :)
17408,0,  I dont ever rememeber peeing my pants?
17409,0, Chocolate or Vanilla?
17410,0, How many TRUE best friends do you have?
17411,0,  sweeeeeeeeeeeet
17412,0,  hhahahaha okay :) nice opinion.
17413,0,  nope neva did
17414,0,  waaaiiiitttt what?
17415,0, boxers or briefs... or boxer briefs lol
17416,0, What is more difficult for you; looking into someones eyes when you are telling someone how you feel  or looking into someones eyes when they are telling you how they feel?
17417,0,  i think serious enough
17418,0,  hmmm thats a good question
17419,0,  im not completely sure but i would probs have to say off air or here in ur arms.
17420,0,  The upkeep of downtown. its beautiful in what you can find in an innercity but the horrible the way it gets soooo run down by the next year or so. its sad really.
17421,0, Who was the last person to call you?
17422,0, Do you like your name?
17423,0,  yes actually :) you feel pretty awesomely special when your walking in. hahha
17424,0, Faveee Timee - Sport ?
17425,0,  Definantly. I just haven't found anyone like me.
17426,0, are you sick of hearing about michael jackson yet?
17427,0, Does it bother you when someone says they&;ll call you and they don&;t?
17428,0, Did you French kiss before you were 16?
17429,0,  We're all Human. its in some ours genetics i believe.
17430,0, ha  yeah  cleveland rocks! where was your first kiss?
17431,0, What is your best birthday memory?
17432,0,  very much so when it comes to things i believe in or think i should stand up for..
17433,0, Are your underwear and socks folded in your drawer or just thrown in?
17434,0, Are yuh single and ready 2 mingle?!
17435,0, What famous person do other people tell you that you most resemble?
17436,0,  Uhhmm. Myself(:
17437,0, haha me too  haha iloveyouutooBABYY<3;D
17438,0,  I have many! 2many actually bhut i guess when i found my lifetime friends ;D
17439,0,  st8
17440,0,  yes. duh? ha
17441,0, Are you and @TruAce best friends?
17442,0, Do you get excited over cameras?:
17443,0,  Lol how many?
17444,0,  probably just the movie itself
17445,0,  noooooooooooooo you dont have a name
17446,0,  Yup yup!!:P
17447,0, If you could be a bird  what would you choose to be?
17448,0, Actually  IhDontMind..GoAhead
17449,0,  remembering. but i have some crazzyyy dreams haha
17450,0, its frmo south park lol
17451,0, yeash yew do lolss
17452,0, Have you ever dreamt about something more than once?
17453,0, oo i gotchu yeah. manee
17454,0, What one thing are you exceptionally good at?
17455,0, im 30 u
17456,0,  very generous.
17457,0, What do you think about people who dip? Like chewing tabbacco
17458,0,  im still in love with my first love.
17459,0, Star Trek or Star Wars?
17460,0, how often do you go braless?
17461,0, have you ever had a &quot;cub&quot; sandwich?
17462,0,  Idk.
17463,0, What does shaving cream taste like?
17464,0,  i likey.
17465,0,  The love of my life :]
17466,0,  Dina?
17467,0, Why do people fear for no reason in your opinion?
17468,0, If you could be on the cover of any magazine  which would you choose?
17469,0,  when timmy gets home :)
17470,0, whare do you live? which countr i mean lol ^_^
17471,0, Wow... someone wants to smell your FEET???
17472,0,  My boyfriend
17473,0,  nope :)
17474,0, Do you get mad when people lie to you?
17475,0,  okay  welll the question that was asked was if i was fake  as in useing someone else pictures off the internet. and really i take that as a compliment because all the people who are ''fake'' i think look reall pretty soo stfu.
17476,0, Does a &apos;Marks-A-Lot&apos; marker  mark any more than a regular marker?
17477,0, Do you ever count your steps when you walk?
17478,0,  hahahahha :)
17479,0,  i would probably make it so the people in my family were happy.
17480,0,  Rice :] haha
17481,0, What annoys you most about living at home with your family?
17482,0,  if its someone that
17483,0, If you could go only to one restaurant for the next five years  which would it be?
17484,0, Do you have two formsprings me? Because I&;m following a different account and it&;s still you? Haha
17485,0,  Tell me who it is cause I really don't know?
17486,0,  Kaylas house...
17487,0,  .
17488,0, Name something you bought on your last trip to the store.
17489,0,  omg who wrote this? and umm please dont ask that again lol hes 21 im 14 :/
17490,0, Good night every one ! ! Spam me and I will do the same ** kisses **
17491,0, Have you ever been bitten by a spider? If yes  what happened?
17492,0, do you think letting go means you love best?
17493,0, define what a bitch is haha
17494,0, when can i see u again?
17495,0, how many cartwheels can you do in a row?
17496,0,  the cheesey kind
17497,0, after the viewing of said video footage who sees it next?
17498,0, Are you easily offended?
17499,0,  Well idk who youu are ? So ..hha im afraid of strangerrrs.
17500,0,  Two.
17501,0, Leeme&; get choo&; numbaa ;)
17502,0, Why is it that some of us are cursed to constantly think? While on the other hand other people so rarely do so?
17503,0, Do you remember your dreams?
17504,0, yua gt dat liil &amp;&amp;H.B.M. fwum me yua needa cool iiT
17505,0,  i dont hate her  i just dont like somethings she does  doesnt mean those jokes arnt ourss?
17506,0,  im a lover not a fighter.
17507,0, Spam time :))) My questions can be a bit too much so if your not comfortable tell me to unfollow you! Thanks
17508,0, What&;s your ethnicity?
